,id,timestamp,permalink,media_url,like_count,saved,reach,impressions,engagement,caption
0,18005121412787276,2023-05-31T09:30:00+0000,https://www.instagram.com/p/Cs0nUVaryCi/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/348834060_571010581836434_5684940330810089348_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=C_qTCtJcT8EAX-_m6er&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfAa8Zk6O5hMO20fPCk69jnRsgnqzlfSqVVXu_XjX7vIWg&oe=64813C36,60,1,165,174,64,"---
------
◽︎Jacket : #beamsf 
◽︎Shirts : #kamakurashirts 
◽︎Tie : #tieyourtie 
◽︎Watch : #rolex #rolexexplorer1
------

#mensstyle #menswear #mensfashionpost #ootd #ootdmens
#mensclothing #menslook #ファッションスナップ #ファッションポスト #メンズスナップ #ビジネスコーデ #オフィスコーデ 
#スーツスタイル #メンズスーツ
#ドレスコーデ #メンズドレス
#スーツコーデ #ドレスファッション
#スーツ男子 #スーツ女子 #スーツ好き"
1,17880368870857555,2023-05-29T09:30:00+0000,https://www.instagram.com/p/Cs0nUk8L20t/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/349222201_598713035571964_1946171394410937830_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=B9BgxaxnTVIAX8jb7Wp&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfBvyuI358D3ICUxq9onkWOSx9AP97gk9Qt8RL1_RQ-dgw&oe=6480A988,58,0,194,207,62,"---
------
◽︎Jacket : #unitedarrows 
◽︎Shirts : #hankyumens 
◽︎Tie : #onlypremiotokyo
◽︎Watch : #rolex #rolexexplorer2
------

#mensstyle #menswear #mensfashionpost #ootd #ootdmens
#mensclothing #menslook #ファッションスナップ #ファッションポスト #メンズスナップ #ビジネスコーデ #オフィスコーデ 
#スーツスタイル #メンズスーツ
#ドレスコーデ #メンズドレス
#スーツコーデ #ドレスファッション
#スーツ男子 #スーツ女子 #スーツ好き"
2,18010434379633055,2023-05-27T03:30:00+0000,https://www.instagram.com/p/Csu0f3ULSRd/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/348852100_772799874221229_4415563713068412493_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=cjz3_pJueR0AX81rt2e&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfBzHeOLPj-fdM0Fy2A9LLBVPICOB3pfc-HSOIymsw9LVw&oe=6481BA7D,55,1,210,237,56,"---
紫陽花咲いてる季節です
------
◽︎Shirts : #edifice 
◽︎Bottoms : #uniqlo
◽︎Watch : #rolex #rolexexplorer1 
◽︎Sandals : #L/UCCA #lucca 
------
#mensfashion #mensstyle #menswear #mensfashionpost #styling #fashion #fashionista #ootd #ootdmens
#mensclothing #menslook #fashionstyle #ファッションスナップ #ファッションポスト #メンズスナップ #カジュアルコーデ
#メンズカジュアル #dayoff #dayoffwellspent
#休日コーデ
#あじさい　#紫陽花"
3,17962398962524619,2023-05-25T09:30:00+0000,https://www.instagram.com/p/CsqUDvILfBA/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/348651093_798646468121972_1291812547224470073_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=uNZfQViyrOAAX-_G7e_&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfCP4BbbCd1Pz8c-weztnVFF9YOWvga1-cpIcbQwxI_FUQ&oe=6481B3E9,73,1,250,270,74,"---
------
◽︎Jacket : #unitedarrows 
◽︎Shirts : #thomasmason 
◽︎Tie : #kuska
◽︎Watch : #rolex #rolexexplorer1
------

#mensstyle #menswear #mensfashionpost #ootd #ootdmens
#mensclothing #menslook #ファッションスナップ #ファッションポスト #メンズスナップ #ビジネスコーデ #オフィスコーデ 
#スーツスタイル #メンズスーツ
#ドレスコーデ #メンズドレス
#スーツコーデ #ドレスファッション
#スーツ男子 #スーツ女子 #スーツ好き"
4,18265673275182451,2023-05-24T09:30:00+0000,https://www.instagram.com/p/CsnvV1kvlqW/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/348342171_154007227644658_7157946234107334253_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=6_qXUuJezTkAX-dqfDT&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfC5yNRhrT_9-uiGe1DFUZrMHs9lkioOn37QzdhYFOMjfQ&oe=64821993,59,0,211,235,59,"---
------
◽︎Jacket : #unitedarrows 
◽︎Long Sleeve T : #orchival 
◽︎Pocket Square : #kamakurashirts 
◽︎Watch : #rolex #rolexexplorer1
------

#mensstyle #menswear #mensfashionpost #ootd #ootdmens
#mensclothing #menslook #ファッションスナップ #ファッションポスト #メンズスナップ #ビジネスコーデ #オフィスコーデ 
#スーツスタイル #メンズスーツ
#ドレスコーデ #メンズドレス
#スーツコーデ #ドレスファッション
#スーツ男子 #スーツ女子 #スーツ好き"
5,18065947474383078,2023-05-18T09:30:00+0000,https://www.instagram.com/p/CsYSj1ir8Bd/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/347432775_644457364166999_4707025916211973750_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=dIgU0cpFMvIAX_TiL_n&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfAomKzvSsKiD05tlpYdB4X7hAcrryIndjHIcSp-Ruymgg&oe=64821FB7,81,3,277,303,84,"---
------
◽︎Jacket : #beamsf 
◽︎Shirts : #kamakurashirts 
◽︎Tie : #dior #christiandior 
◽︎Watch : #rolex #rolexexplorer1
------

#mensfashion #mensstyle #menswear #mensfashionpost #ootd #ootdmens
#mensclothing #menslook #ファッションスナップ #ファッションポスト #メンズスナップ #ビジネスコーデ #オフィスコーデ 
#スーツスタイル #メンズスーツ
#ドレスコーデ #メンズドレス
#スーツコーデ #ドレスファッション
#スーツ好き　#スーツ女子 #スーツ男子"
6,17874336896877998,2023-05-10T09:30:00+0000,https://www.instagram.com/p/CsDsLOQrbWy/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/345272868_3369616933300312_4214183029526306179_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=aYPkBSuCndgAX8QJPHE&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfDm2y-IbvdJYVaP0GgOej4guBCQPz5LRSAZpgFrKFTfXQ&oe=64819C13,107,0,347,385,113,"---
------
◽︎Jacket : #unitedarrows 
◽︎Shirts : #kamakurashirts 
◽︎Tie : #brooksbrothers 
◽︎Watch : #rolex #rolexexplorer1
------

#mensfashion #mensstyle #menswear #mensfashionpost #ootd #ootdmens
#mensclothing #menslook  #ファッションスナップ #ファッションポスト #メンズスナップ #ビジネスコーデ #オフィスコーデ 
#スーツスタイル #メンズスーツ
#ドレスコーデ #メンズドレス
#スーツコーデ #ドレスファッション"
7,17965547330434986,2023-05-08T09:30:00+0000,https://www.instagram.com/p/Cr-ihmwrBtT/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/345421459_2106495786207648_2015647786943189086_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=mVFs0ns2zTcAX--72GN&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfBAF7Qf4S3lI7B_Hf--o6TqG-sXUXYQ1YN4VwitIkoUbQ&oe=6481BAC0,113,1,355,395,121,"---
------
◽︎Suits : #beamsf 
◽︎Shirts : #kamakurashirts 
◽︎Tie : #gierremilano 
◽︎Watch : #rolex #rolexexplorer1
------

#mensfashion #menswear #mensfashionpost #ootd #ootdmens
#mensclothing #menslook  #ファッションスナップ #ファッションポスト #メンズスナップ #ビジネスコーデ #オフィスコーデ 
#スーツスタイル #メンズスーツ
#ドレスコーデ #メンズドレス
#スーツコーデ #ドレスファッション"
8,18186058660266444,2023-05-05T09:30:00+0000,https://www.instagram.com/p/CrvFy-zLbo7/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/343767610_197773856396553_1849724025567579355_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=AsX4jNWklBMAX8RrEka&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfD7hz9HKWySqWjrqEz2sno_qFMhJnoE74H0LrdcCx1WIg&oe=648163B0,94,0,286,315,96,"---
------
◽︎Suits : #unitedarrows #greenlabelrelaxing 
◽︎Shirts : #kamakurashirts 
◽︎Tie : #dior #christiandior 
◽︎Watch : #rolex #rolexexplorer1
------

#mensfashion #mensstyle #menswear #mensfashionpost #styling #ootd #ootdmens
#mensclothing #menslook #fashionstyle #ファッションスナップ #ファッションポスト #メンズスナップ #ビジネスコーデ #オフィスコーデ 
#スーツスタイル #メンズスーツ
#ドレスコーデ #メンズドレス
#スーツコーデ #ドレスファッション"
9,17981825161967641,2023-05-04T09:30:00+0000,https://www.instagram.com/p/Cr0PdHup_Xa/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/345012302_1023627808620915_7960764446685913529_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=7UUgW35gmNQAX9gC7zY&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfCIKU5lz6DhT8IfatJ1MBBMC5jaP752NImwDjPkraKG5w&oe=64821C26,98,0,581,610,105,"---
父の時計
------
#rolex #rolexgmtmaster 
#ロレックス #gmtmaster 
------

#mensfashion #mensstyle #menswear #mensfashionpost #styling #ootd #ootdmens
#mensclothing #menslook #fashionstyle #ファッションスナップ #ファッションポスト #メンズスナップ #ビジネスコーデ #オフィスコーデ 
#スーツスタイル #メンズスーツ
#ドレスコーデ #メンズドレス
#スーツコーデ #ドレスファッション
#時計好き #時計好きな人と繋がりたい"
