,id,timestamp,permalink,media_url,like_count,saved,reach,impressions,engagement,caption
0,17996687311808013,2023-06-09T09:30:00+0000,https://www.instagram.com/p/CtTg1i4ppwo/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/352515739_1215416472381892_1220971361326073869_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=qoTLP19YdMQAX_gh0TW&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfB45WaBvwQIyunJ5ByaFnkXZeoutcBc44nV7_wTcxcrxw&oe=64892BCD,24,0,143,159,24,"---
------
◽︎Jacket : #lardini 
◽︎Shirts : #kamakurashirts 
◽︎Tie : #dior #christiandior 
◽︎Watch : #rolex #rolexexplorer1
------

#mensstyle #menswear #mensfashionpost #ootd #ootdmens
#mensclothing #menslook #ファッションスナップ #ファッションポスト #メンズスナップ #ビジネスコーデ #オフィスコーデ 
#スーツスタイル #メンズスーツ
#ドレスコーデ #メンズドレス
#スーツコーデ #ドレスファッション
#スーツ男子 #スーツ女子 #スーツ好き"
1,18009590089669016,2023-06-07T09:30:00+0000,https://www.instagram.com/p/CtLyb6drMPn/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/352239707_287994463570118_5583029355168137930_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=60SEcP-49RcAX_IiNgW&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfD7USernYzz6ZhBUKoQs5zPnTlwBDxK2AX8AvujrvM-5g&oe=6489D2EC,73,3,264,275,79,"---
------
◽︎Jacket : #beamsf 
◽︎Shirts : #kamakurashirts 
◽︎Tie : #gierremilano 
◽︎Watch : #rolex #rolexexplorer1
------

#mensstyle #menswear #mensfashionpost #ootd #ootdmens
#mensclothing #menslook #ファッションスナップ #ファッションポスト #メンズスナップ #ビジネスコーデ #オフィスコーデ 
#スーツスタイル #メンズスーツ
#ドレスコーデ #メンズドレス
#スーツコーデ #ドレスファッション
#スーツ男子 #スーツ女子 #スーツ好き"
2,18031813213503721,2023-06-05T09:30:00+0000,https://www.instagram.com/p/CtGoyQHLLtR/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/351264898_2466620786837271_1401784507977931911_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=B6WW9A-UWecAX_Bpl5i&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfAk1ms1EUrwgG7NTioDLafCmRq42o0EEUip_4Ho2maL3w&oe=648985F7,63,1,236,248,67,"---
------
◽︎Jacket : #lardini 
◽︎Shirts : #kamakurashirts 
◽︎Tie : #beamsf 
◽︎Watch : #rolex #rolexexplorer1
------

#mensstyle #menswear #mensfashionpost #ootd #ootdmens
#mensclothing #menslook #ファッションスナップ #ファッションポスト #メンズスナップ #ビジネスコーデ #オフィスコーデ 
#スーツスタイル #メンズスーツ
#ドレスコーデ #メンズドレス
#スーツコーデ #ドレスファッション
#スーツ男子 #スーツ女子 #スーツ好き"
3,18005121412787276,2023-05-31T09:30:00+0000,https://www.instagram.com/p/Cs0nUVaryCi/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/348834060_571010581836434_5684940330810089348_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=VQALOSoCcUoAX9Qe8If&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfCx9CCOGmKPKWoG5_jhkWvoq5fnl_qoMqZy5J-3bh4Vxw&oe=64892536,72,1,202,218,76,"---
------
◽︎Jacket : #beamsf 
◽︎Shirts : #kamakurashirts 
◽︎Tie : #tieyourtie 
◽︎Watch : #rolex #rolexexplorer1
------

#mensstyle #menswear #mensfashionpost #ootd #ootdmens
#mensclothing #menslook #ファッションスナップ #ファッションポスト #メンズスナップ #ビジネスコーデ #オフィスコーデ 
#スーツスタイル #メンズスーツ
#ドレスコーデ #メンズドレス
#スーツコーデ #ドレスファッション
#スーツ男子 #スーツ女子 #スーツ好き"
4,17880368870857555,2023-05-29T09:30:00+0000,https://www.instagram.com/p/Cs0nUk8L20t/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/349222201_598713035571964_1946171394410937830_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=92j2nf3YPMYAX-F685l&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfAmoq5xRib3vBLRo8mQS3efKD5JYZftSxx_HXlcXAeBHQ&oe=64889288,65,0,213,231,69,"---
------
◽︎Jacket : #unitedarrows 
◽︎Shirts : #hankyumens 
◽︎Tie : #onlypremiotokyo
◽︎Watch : #rolex #rolexexplorer2
------

#mensstyle #menswear #mensfashionpost #ootd #ootdmens
#mensclothing #menslook #ファッションスナップ #ファッションポスト #メンズスナップ #ビジネスコーデ #オフィスコーデ 
#スーツスタイル #メンズスーツ
#ドレスコーデ #メンズドレス
#スーツコーデ #ドレスファッション
#スーツ男子 #スーツ女子 #スーツ好き"
5,18010434379633055,2023-05-27T03:30:00+0000,https://www.instagram.com/p/Csu0f3ULSRd/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/348852100_772799874221229_4415563713068412493_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=mU6eOTUL1G8AX-PBWU3&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfDvxyfBuRu2GgEAeWCCV9rBhcOt5nBl44URgH4fh04_xw&oe=6489A37D,60,1,230,260,61,"---
紫陽花咲いてる季節です
------
◽︎Shirts : #edifice 
◽︎Bottoms : #uniqlo
◽︎Watch : #rolex #rolexexplorer1 
◽︎Sandals : #L/UCCA #lucca 
------
#mensfashion #mensstyle #menswear #mensfashionpost #styling #fashion #fashionista #ootd #ootdmens
#mensclothing #menslook #fashionstyle #ファッションスナップ #ファッションポスト #メンズスナップ #カジュアルコーデ
#メンズカジュアル #dayoff #dayoffwellspent
#休日コーデ
#あじさい　#紫陽花"
6,17962398962524619,2023-05-25T09:30:00+0000,https://www.instagram.com/p/CsqUDvILfBA/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/348651093_798646468121972_1291812547224470073_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=izMY0tVDCfIAX8jAlxI&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfCMcgBcUw7qi_fXXlSK_OCBh99wGg-t5-VpFyWhc8Peyg&oe=64899CE9,74,1,273,299,75,"---
------
◽︎Jacket : #unitedarrows 
◽︎Shirts : #thomasmason 
◽︎Tie : #kuska
◽︎Watch : #rolex #rolexexplorer1
------

#mensstyle #menswear #mensfashionpost #ootd #ootdmens
#mensclothing #menslook #ファッションスナップ #ファッションポスト #メンズスナップ #ビジネスコーデ #オフィスコーデ 
#スーツスタイル #メンズスーツ
#ドレスコーデ #メンズドレス
#スーツコーデ #ドレスファッション
#スーツ男子 #スーツ女子 #スーツ好き"
7,18265673275182451,2023-05-24T09:30:00+0000,https://www.instagram.com/p/CsnvV1kvlqW/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/348342171_154007227644658_7157946234107334253_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=2TXTdaC0BYgAX_S5vgh&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfB57e-8tsh7UOsSYoPKu9WDY0Qo0zkzTMpDPG4zThfPuA&oe=648A0293,59,0,229,256,59,"---
------
◽︎Jacket : #unitedarrows 
◽︎Long Sleeve T : #orchival 
◽︎Pocket Square : #kamakurashirts 
◽︎Watch : #rolex #rolexexplorer1
------

#mensstyle #menswear #mensfashionpost #ootd #ootdmens
#mensclothing #menslook #ファッションスナップ #ファッションポスト #メンズスナップ #ビジネスコーデ #オフィスコーデ 
#スーツスタイル #メンズスーツ
#ドレスコーデ #メンズドレス
#スーツコーデ #ドレスファッション
#スーツ男子 #スーツ女子 #スーツ好き"
8,18065947474383078,2023-05-18T09:30:00+0000,https://www.instagram.com/p/CsYSj1ir8Bd/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/347432775_644457364166999_4707025916211973750_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=RVltK2IUuNoAX9E-n4V&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfDG9rSsmnTi9H8aDI0BcQ0jFyczRYTgKsT74DSKS0YucA&oe=648A08B7,81,3,288,319,84,"---
------
◽︎Jacket : #beamsf 
◽︎Shirts : #kamakurashirts 
◽︎Tie : #dior #christiandior 
◽︎Watch : #rolex #rolexexplorer1
------

#mensfashion #mensstyle #menswear #mensfashionpost #ootd #ootdmens
#mensclothing #menslook #ファッションスナップ #ファッションポスト #メンズスナップ #ビジネスコーデ #オフィスコーデ 
#スーツスタイル #メンズスーツ
#ドレスコーデ #メンズドレス
#スーツコーデ #ドレスファッション
#スーツ好き　#スーツ女子 #スーツ男子"
9,17874336896877998,2023-05-10T09:30:00+0000,https://www.instagram.com/p/CsDsLOQrbWy/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/345272868_3369616933300312_4214183029526306179_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=e11gN0QxtG4AX-WCvuo&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfBu9C0qcQqWdNcuKiDdG61Y5s2TpOMaqC4o0NFq4ER3Ag&oe=64898513,106,0,352,395,112,"---
------
◽︎Jacket : #unitedarrows 
◽︎Shirts : #kamakurashirts 
◽︎Tie : #brooksbrothers 
◽︎Watch : #rolex #rolexexplorer1
------

#mensfashion #mensstyle #menswear #mensfashionpost #ootd #ootdmens
#mensclothing #menslook  #ファッションスナップ #ファッションポスト #メンズスナップ #ビジネスコーデ #オフィスコーデ 
#スーツスタイル #メンズスーツ
#ドレスコーデ #メンズドレス
#スーツコーデ #ドレスファッション"
